TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster,Cluster_Optimized,PC1,PC2
1255.5,18305.569297666214,4410.2974912253,497259.3863597744,1.192199604057127,462.0726070047578,72670.22623326571,31847.45637764497,454.89755986588494,0.9912420382165605,1289.8799133265388,1.5103503184713376,5785.579512246016,1.7271441635919087,19943581.72511176,10994.192170663651,2.6228755636355405,2,-4.9529114153965565,-1304.0280471824528
1980.651880642945,64742.82187747032,110117.58278526244,865636.5417263905,1.192199604057127,204.79929485070852,10246.293615193015,14206.38750447919,1528.8851282284536,0.9912420382165605,1254.3026005162992,1.5103503184713376,9982.569290130537,1.7271441635919087,53667146.73106218,19955.413408703982,1.2078025477707006,0,8642.24915603746,-981.0144208352514
2705.80376128589,2826.485104398176,37160.14537191277,926549.2997003978,1.192199604057127,302.8081756712987,45718.94103943114,58478.68534963561,280.73741364492787,2.609119532752552,382.658436665429,4.898319503872115,4036.8337714607983,1.7271441635919087,4382465.568122234,4402.029420840881,1.9153390557031205,1,-3993.3703159867828,-877.0519152365229
3430.955641928835,9992.727786466712,54150.95326081488,598055.4977691438,1.192199604057127,425.31927669703646,36404.893950385376,51184.78187323053,77.55057638714464,2.609119532752552,507.1790315012676,4.898319503872115,1868.3890528871284,1.7271441635919087,33425870.423785206,16968.33966269054,2.6228755636355405,2,3451.3239216137263,-1215.817307158613
4156.10752257178,58436.52831725001,4223.489089766834,1421828.0341795292,0.7738853503184714,33.28375341467569,59392.75485100897,85279.53998386824,2660.926078664674,2.609119532752552,507.1790315012676,4.898319503872115,13969.709579120834,1.7271441635919087,28981007.285861902,1826.9658466913615,2.6228755636355405,2,2316.5604304582885,-428.4371277125456
4881.259403214724,55856.68095170534,27195.084706612677,464627.55173084186,1.192199604057127,364.0637261841676,111709.9555213937,10474.62293515566,1586.938510302106,0.9912420382165605,364.86978026030926,4.898319503872115,12151.014008704207,1.7271441635919087,3053796.0305440687,1517.9582177934192,1.9153390557031205,1,-4335.031740791421,-1316.578177478462
5606.41128385767,28481.633906203533,2364.1617190005313,225327.43111867,0.7738853503184714,498.82593731247914,46907.96832739443,19295.157371738547,571.0043240131896,0.9912420382165605,702.8542519575855,1.5103503184713376,9842.66963086772,1.7271441635919087,51942493.343569696,23457.49986954733,1.2078025477707006,0,8197.711882911784,-1589.172083925812
6331.563164500615,9849.402932825342,50333.05655600746,611833.3835013597,0.7738853503184714,217.05040495328228,96054.42956321039,97153.33634080674,600.0310150500158,1.8001807854845564,1236.5139441111794,3.768996442071855,20475.043734841845,1.7271441635919087,10910914.366832765,28092.614303016464,1.9153390557031205,1,-2320.676906010313,-1179.3665468563668
7056.71504514356,19308.84327315581,31304.86953869895,408065.7050406921,0.7738853503184714,155.79485444041342,133112.4467047329,63058.57823016904,1035.4313806024084,1.8001807854845564,951.8954416292626,2.6396733802715966,6135.328660403059,1.7271441635919087,35477669.731998794,30049.6626193701,1.2078025477707006,0,3977.9279083638557,-1395.5382049643229
7781.866925786505,54710.08212257437,238466.63011232033,446498.7547147682,1.192199604057127,339.56150597902007,38782.94852631196,66959.96846173455,222.6840315712755,0.9912420382165605,1023.0500672497418,1.5103503184713376,8513.622867870956,1.7271441635919087,3990615.8941254686,1105.948045929496,1.9153390557031205,1,-4097.740466120317,-1323.7825472951108
